DELRF,DE LA RUE PLC,04/21/2016,NASDAQ-OTC
DELT,DELTA TECHNOLOGY HOLDINGS,04/21/2016,NASDAQ-OTC
DELTF,DELTA GALIL INDS INC,04/21/2016,NASDAQ-OTC
DELTW,DELTA TECHNOLOGY HOLDINGS,04/21/2016,NASDAQ-OTC
DELTY,DELTA GALIL INDS A,04/21/2016,NASDAQ-OTC
DEMG,DBX DEUTSCHE XTRACKERS FTS,04/21/2016,NASDAQ-OTC
DEMO,DEMOCRASOFT  HLD INC,04/21/2016,NASDAQ-OTC
DENN,DENNY'S,04/21/2016,NASDAQ-OTC
DENR,DISCOVERY ENERGY CP,04/21/2016,NASDAQ-OTC
DEPO,DEPOMED,04/21/2016,NASDAQ-OTC
DEQI,DIRECT EQUITY INTL,04/21/2016,NASDAQ-OTC
DEQSF,DEQ SYS CORP,04/21/2016,NASDAQ-OTC
DERM,DERMIRA INC. COMMON STOCK,04/21/2016,NASDAQ-OTC
DEST,DESTINATION MATERNITY,04/21/2016,NASDAQ-OTC
DETNF,DET NORSKE,04/21/2016,NASDAQ-OTC
DEUS,DEUTSCHE X-TRACKERS RUSSEL,04/21/2016,NASDAQ-OTC
DEVOY,DEVRO PLC,04/21/2016,NASDAQ-OTC
DEWM,DEWMAR INTL BMC INC,04/21/2016,NASDAQ-OTC
DEWY,DEWEY ELECTRONICS CORP,04/21/2016,NASDAQ-OTC
DFBG,DIFFERENTIAL BRANDS GROUP,04/21/2016,NASDAQ-OTC
DFCO,DALRADA FINANCIAL,04/21/2016,NASDAQ-OTC
DFCPF,CYPRIUM MINING,04/21/2016,NASDAQ-OTC
DFDDF,DFDS A/S COPENHAGEN ORDINA,04/21/2016,NASDAQ-OTC
DFEL,CHINA TMK BATTERY,04/21/2016,NASDAQ-OTC
DFFN,DIFFUSION PHARMACEUTICALS,04/21/2016,NASDAQ-OTC
DFIFF,DIAMOND FIELDS INTL,04/21/2016,NASDAQ-OTC
DFIHY,DAIRY FARM INTL ADR,04/21/2016,NASDAQ-OTC
DFILF,DAIRY FARM INTL HOLD,04/21/2016,NASDAQ-OTC
DFRG,DEL FRISCO'S RESTAURANT,04/21/2016,NASDAQ-OTC
DFRYF,DUFRY AG BASEL,04/21/2016,NASDAQ-OTC
DFS-B,DISCOVER FINANCIAL,04/21/2016,NASDAQ-OTC
DFSH,DEFENSE SOLUTIONS,04/21/2016,NASDAQ-OTC
DFT-A,DUPONT FABROS TECHNOLOGY,04/21/2016,NASDAQ-OTC
DFT-B,DUPONT FABROS TECHNOLOGY,04/21/2016,NASDAQ-OTC
DFTC,DEFENTECT GROUP INC,04/21/2016,NASDAQ-OTC
DFTS,DEFENSE TECH SYS INC,04/21/2016,NASDAQ-OTC
DFVL,IPATH US TREASURY 5 YEAR B,04/21/2016,NASDAQ-OTC
DFVS,IPATH US TREASURY 5 YEAR B,04/21/2016,NASDAQ-OTC
DGAS,DELTA NATURAL GAS,04/21/2016,NASDAQ-OTC
DGAZ,VELOCITYSHARES 3X INV NATU,04/21/2016,NASDAQ-OTC
DGCRF,DIAGNOCURE INC,04/21/2016,NASDAQ-OTC
DGDCF,DYNASTY GOLD CORP,04/21/2016,NASDAQ-OTC
DGDM,DIGITAL DEVELOPMENT PARTNE,04/21/2016,NASDAQ-OTC
DGEAF,DIAGEO PLC NEW ORD,04/21/2016,NASDAQ-OTC
DGEN,DELTAGEN INC,04/21/2016,NASDAQ-OTC
DGICA,DONEGAL GROUP,04/21/2016,NASDAQ-OTC
DGICB,DONEGAL GROUP,04/21/2016,NASDAQ-OTC
DGIF,DIGITAL INFO SECURIT,04/21/2016,NASDAQ-OTC
DGII,DIGI INTERNATIONAL,04/21/2016,NASDAQ-OTC
DGIV,DIGITCOM INTERACTIVE,04/21/2016,NASDAQ-OTC
DGIX,DYNA GROUP INTL INC,04/21/2016,NASDAQ-OTC
DGJI,DRAGON JADE INTL LTD,04/21/2016,NASDAQ-OTC
DGLD,VELOCITYSHARES 3X INVERSE,04/21/2016,NASDAQ-OTC
DGLPQ,DIGITALPOST INTERACT,04/21/2016,NASDAQ-OTC
DGLY,DIGITAL ALLY,04/21/2016,NASDAQ-OTC
DGMS,DIGIMEDICAL SOLUTION,04/21/2016,NASDAQ-OTC
DGNG,DIGUANG INTL DEV CO,04/21/2016,NASDAQ-OTC
DGNOF,DIAGNOS INC NEW,04/21/2016,NASDAQ-OTC
DGONF,DRAGON MINING NL,04/21/2016,NASDAQ-OTC
DGOOF,DIGITAL GLOBE,04/21/2016,NASDAQ-OTC
DGPIF,DATA GROUP INC,04/21/2016,NASDAQ-OTC
DGRE,WISDOMTREE EMERGING MARKET,04/21/2016,NASDAQ-OTC
DGRI,DUTCH GOLD RESOURCES,04/21/2016,NASDAQ-OTC
DGRLY,DELEK GROUP ADR,04/21/2016,NASDAQ-OTC
DGRO,ISHARS CORE DIVIDEND GROWT,04/21/2016,NASDAQ-OTC
DGRS,WISDOMTREE US SMALLCAP DIV,04/21/2016,NASDAQ-OTC
DGRW,WISDOMTREE US DIVIDEND GRO,04/21/2016,NASDAQ-OTC
DGSE,DGSE COMPANIES,04/21/2016,NASDAQ-OTC
DGTLF,DRAGONITE INTL,04/21/2016,NASDAQ-OTC
DGTW,DIGITALTOWN INC,04/21/2016,NASDAQ-OTC
DGWPF,DRAEGERWERK AG,04/21/2016,NASDAQ-OTC
DHCC,DIAMONDHEAD CASINO CORPORA,04/21/2016,NASDAQ-OTC
DHHXF,DESARROLLADORA HOMEX SA DE,04/21/2016,NASDAQ-OTC
DHIFF,DAVIS HENDERSON,04/21/2016,NASDAQ-OTC
DHIL,DIAMOND HILL INVESTMENT,04/21/2016,NASDAQ-OTC
DHKCF,GLOBAL STRATEGIC GROUP LTD,04/21/2016,NASDAQ-OTC
DHLYF,ETSB DELHAIZE FRERES,04/21/2016,NASDAQ-OTC
DHOXY,DESARROLLADORA HOMEX SA DE,04/21/2016,NASDAQ-OTC
DHRM,DEHAIER MEDICAL SYSTEMS,04/21/2016,NASDAQ-OTC
DHTMF,DAIHATSU MOTOR,04/21/2016,NASDAQ-OTC
DHTMY,DAIHATSU MOTOR ADR,04/21/2016,NASDAQ-OTC
DHVW,DIAMOND HILL VALUATION WEI,04/21/2016,NASDAQ-OTC
DHXM,DHX MEDIA LTD. VARIABLE VO,04/21/2016,NASDAQ-OTC
DIAAF,DIAMANT ART CORP,04/21/2016,NASDAQ-OTC
DIALF,DIALIGHT PLC,04/21/2016,NASDAQ-OTC
DIAX,NUVEEN DOW 30SM DYNAMIC OV,04/21/2016,NASDAQ-OTC
DIBZ,DIBZ INTERNATIONAL INC. CO,04/21/2016,NASDAQ-OTC
DIDAF,DISTRIBUIDORA INTERN,04/21/2016,NASDAQ-OTC
DIDAY,DISTRIBUIDORA INTERN,04/21/2016,NASDAQ-OTC
DIDG,THE DIGITAL DEVEL,04/21/2016,NASDAQ-OTC
DIEN,DIVERSIFIED ENERGY,04/21/2016,NASDAQ-OTC
DIFTY,DAITO TRUST CONSTRUC,04/21/2016,NASDAQ-OTC
DIGI,DIGITILITI INC.,04/21/2016,NASDAQ-OTC
DIGM,CONTROL CHIEF HLGDS,04/21/2016,NASDAQ-OTC
DIGP,DIGIPATH INC COMMON STOCK,04/21/2016,NASDAQ-OTC
DIGX,DIG-IT UNDERGROUND,04/21/2016,NASDAQ-OTC
DIIBF,DOREL INDS CL B,04/21/2016,NASDAQ-OTC
DIISF,DIRECT LINE INSURANCE GROU,04/21/2016,NASDAQ-OTC
DIISY,DIRECT LINE INSURANCE GROU,04/21/2016,NASDAQ-OTC
DIMC,DIMECO INC,04/21/2016,NASDAQ-OTC
DIMI,DIMI TELEMATICS INTERNATIO,04/21/2016,NASDAQ-OTC
DIMN,DIAMANTE MINERALS,04/21/2016,NASDAQ-OTC
DINO,DINO ENERGY CORPORAT,04/21/2016,NASDAQ-OTC
DINRF,SCREEN HLDGS CO LTD,04/21/2016,NASDAQ-OTC
DIOD,DIODES,04/21/2016,NASDAQ-OTC
DION,DIONICSINC.,04/21/2016,NASDAQ-OTC
DIOSF,DIOS EXPL INC,04/21/2016,NASDAQ-OTC
DIPGF,DATANG INTL PWR H SH,04/21/2016,NASDAQ-OTC
DIPGY,DATANG INTL PWR ADR,04/21/2016,NASDAQ-OTC
DIRI,DIRECT INSITE CP,04/21/2016,NASDAQ-OTC
DIRT,IPATH PURE BETA AGRICULTUR,04/21/2016,NASDAQ-OTC
DIRV,DIRECTVIEW HOLDINGS INC.,04/21/2016,NASDAQ-OTC
DISCA,DISCOVERY COMMUNICATIONS,04/21/2016,NASDAQ-OTC
DISCB,DISCOVERY COMMUNICATIONS,04/21/2016,NASDAQ-OTC
DISCK,DISCOVERY COMMUNICATIONS,04/21/2016,NASDAQ-OTC
DISH,DISH NETWORK,04/21/2016,NASDAQ-OTC
DITHF,D S SMITH PLC,04/21/2016,NASDAQ-OTC
DIVA,QUANTSHARES HEDGED DIVIDEN,04/21/2016,NASDAQ-OTC
DIVC,CITIGROUP C TRACKS ETN MIL,04/21/2016,NASDAQ-OTC
DIVI,ADVISORSHARES ATHENA HD ET,04/21/2016,NASDAQ-OTC
DIVY,REALITY SHARES ETF TRUST,04/21/2016,NASDAQ-OTC
DIZTF,DIGNITANA AB MALMO,04/21/2016,NASDAQ-OTC
DJCI,E-TRACS BLOOMBERG COMMODIT,04/21/2016,NASDAQ-OTC
DJCO,DAILY JOURNAL,04/21/2016,NASDAQ-OTC
DJIFF,DAJIN RESOURCES CORP,04/21/2016,NASDAQ-OTC
DJPHF,DYNAM,04/21/2016,NASDAQ-OTC
DJSP,DJSP ENTERPRISES,04/21/2016,NASDAQ-OTC
DJXSF,ISHAR STOXX EURO,04/21/2016,NASDAQ-OTC
DJXXF,ISHARES STOXX EUROPE 600 U,04/21/2016,NASDAQ-OTC
DKAM,DRINKS AMERICAS HLDG,04/21/2016,NASDAQ-OTC
DKGR,UNIVERSAL APPAREL & TEXTIL,04/21/2016,NASDAQ-OTC
DKILF,DAIKIN INDS LTD,04/21/2016,NASDAQ-OTC
DKILY,DAIKIN INDS LTD ADR,04/21/2016,NASDAQ-OTC
DKKGF,DENKI KOGYO CO LTD ORDINAR,04/21/2016,NASDAQ-OTC
DKMR,DUKE MOUNTAIN RESOUR,04/21/2016,NASDAQ-OTC
DKSC,DAKSHIDIN CORPORATIO,04/21/2016,NASDAQ-OTC
DKSHY,DKSH HOLDING LTD,04/21/2016,NASDAQ-OTC
DKTS,TOP SHELF BRANDS HOLDINGS,04/21/2016,NASDAQ-OTC
DLAD,DEALERADVANCE INC,04/21/2016,NASDAQ-OTC
DLAKF,DEUTSCHE LUFTHANSA A,04/21/2016,NASDAQ-OTC
DLAKY,DEUTSCHE LUFTHANSA S,04/21/2016,NASDAQ-OTC
DLBDF,DILLIGENT CORP. ORDINARY S,04/21/2016,NASDAQ-OTC
DLBL,IPATH US TREASURY LONG BON,04/21/2016,NASDAQ-OTC
DLBS,IPATH US TREASURY LONG BON,04/21/2016,NASDAQ-OTC
DLCR,KIBUSH CAPITAL CORPO,04/21/2016,NASDAQ-OTC
DLEXF,DATALEX PLC ORD,04/21/2016,NASDAQ-OTC
DLEXY,DATALEX PLC ADS,04/21/2016,NASDAQ-OTC
DLGNF,DIALOG SEMICON ORD,04/21/2016,NASDAQ-OTC
DLHC,DLH HOLDINGS,04/21/2016,NASDAQ-OTC
DLHLD,DELONG HOLDINGS LIMITED AM,04/21/2016,NASDAQ-OTC
DLHLY,DELONG HOLDINGS LIMITED AM,04/21/2016,NASDAQ-OTC
DLIAQ,DELIAS INC COMMON STOCK,04/21/2016,NASDAQ-OTC
DLII,DIXIE LEE INTL INC,04/21/2016,NASDAQ-OTC
DLKGF,DELEK GROUP LTD,04/21/2016,NASDAQ-OTC
DLLLF,DELTA LLOYD N.V.,04/21/2016,NASDAQ-OTC
DLLLY,DELTA LLOYD NV,04/21/2016,NASDAQ-OTC
DLMAF,DOLLARAMA INC,04/21/2016,NASDAQ-OTC
DLMI,DIAMOND LAKE MINERAL,04/21/2016,NASDAQ-OTC
DLMV,DELMARVA BNCSHS INC,04/21/2016,NASDAQ-OTC
DLNDY,D&L INDS INC  AMERICAN DEP,04/21/2016,NASDAQ-OTC
DLNG,DYNAGAS LNG PARTNERS LP CO,04/21/2016,NASDAQ-OTC
DLNG-A,DYNAGAS LNG PARTNERS LP 9%,04/21/2016,NASDAQ-OTC
DLNO,DELANCO BANCORP (NJ),04/21/2016,NASDAQ-OTC
DLOV,DALECO RESOURCES CP,04/21/2016,NASDAQ-OTC
DLPH,DELPHI AUTOMOTIVE,04/21/2016,NASDAQ-OTC
DLPM,DEVELOPMENT CAPITAL GROUP,04/21/2016,NASDAQ-OTC
DLPTF,DALIAN PORT PDA COMP,04/21/2016,NASDAQ-OTC
DLPX,DELPHAX TECH INC,04/21/2016,NASDAQ-OTC
DLR-E,DIGITAL REALTY TRUST,04/21/2016,NASDAQ-OTC
DLR-F,DIGITAL REALTY TRUST,04/21/2016,NASDAQ-OTC
DLR-G,DIGITAL REALTY TRUST INC P,04/21/2016,NASDAQ-OTC
DLR-H,DIGITAL REALTY TRUST INC.,04/21/2016,NASDAQ-OTC
DLR-I,DIGITAL REALTY TRUST INC I,04/21/2016,NASDAQ-OTC
DLSC,DELSECUR CORPORATION,04/21/2016,NASDAQ-OTC
DLTA,DELTA OIL & GAS INC,04/21/2016,NASDAQ-OTC
DLTH,DULUTH HOLDINGS INC. CLASS,04/21/2016,NASDAQ-OTC
DLTR,DOLLAR TREE STORES,04/21/2016,NASDAQ-OTC
DLTZ,DELTA INTERNATIONAL,04/21/2016,NASDAQ-OTC
DLUEY,DE LA RUE PLC AMERICAN DEP,04/21/2016,NASDAQ-OTC
DLYT,DAIS ANALYTIC CORP,04/21/2016,NASDAQ-OTC
DMAR,DATAMARINE INTL INC,04/21/2016,NASDAQ-OTC
DMAS,DAMASCUS COMMUNITY B,04/21/2016,NASDAQ-OTC
DMCAF,DIAMEDICA INC,04/21/2016,NASDAQ-OTC
DMCD,DETWILER FENTON GRP,04/21/2016,NASDAQ-OTC
DMCOF,DAMICO INTERNATIONAL,04/21/2016,NASDAQ-OTC
DMDD,DIAMOND DISCOV INTL,04/21/2016,NASDAQ-OTC
DMEDF,D. MEDICAL INDUSTRIE,04/21/2016,NASDAQ-OTC
DMFG,DECKER MANUFACTURING,04/21/2016,NASDAQ-OTC
DMHI,DMH INTERNATIONAL INC. CO,04/21/2016,NASDAQ-OTC
DMIFF,DIAMCOR MINING INC,04/21/2016,NASDAQ-OTC
DMKBA,DENMARK BANCSHARES I,04/21/2016,NASDAQ-OTC
DMLP,DORCHESTER MINERALS,04/21/2016,NASDAQ-OTC
DMMIF,DYNASTY METALS & MNG,04/21/2016,NASDAQ-OTC
DMNKF,DNI METALS INC,04/21/2016,NASDAQ-OTC
DMPI,DELMAR PHARMA,04/21/2016,NASDAQ-OTC
DMPLF,DEL MONTE PAC,04/21/2016,NASDAQ-OTC
DMQHF,DHX MEDIA LTD,04/21/2016,NASDAQ-OTC
DMRC,DIGIMARC,04/21/2016,NASDAQ-OTC
DMSI,DERMISONICS INC,04/21/2016,NASDAQ-OTC
DMSQ,DAMARISCOTTA BANKSHA,04/21/2016,NASDAQ-OTC
DMTA,D MECATRONICS INC,04/21/2016,NASDAQ-OTC
DMTGF,DAILY MAIL & GEN A,04/21/2016,NASDAQ-OTC
DMTRF,3-D MATRIX,04/21/2016,NASDAQ-OTC
DMTX,DIMENSION THERAPEUTICS IN,04/21/2016,NASDAQ-OTC
DMXTY,DMX TECH GROUP ADR,04/21/2016,NASDAQ-OTC
DMYDF,MERTIVA AB B,04/21/2016,NASDAQ-OTC
DNACF,DENA CO LTD TOKYO,04/21/2016,NASDAQ-OTC
DNAD,DNA DYNAMICS INC. COMMON,04/21/2016,NASDAQ-OTC
DNAG,DNAPRINT GENOMICS,04/21/2016,NASDAQ-OTC
DNAI,PRONAI THERAPEUTICS INC.,04/21/2016,NASDAQ-OTC
DNAX,DNA BRANDS INC.,04/21/2016,NASDAQ-OTC
DNBF,DNB FINANCIAL,04/21/2016,NASDAQ-OTC
DNBHF,DNB ASA ORDINARY SHARES,04/21/2016,NASDAQ-OTC
DNCVF,DEFIANCE SILVER CORP,04/21/2016,NASDAQ-OTC
DNDDF,DUNDEE SUSTAINABLE TECH,04/21/2016,NASDAQ-OTC
DNDT,DND TECHNOLOGIES,04/21/2016,NASDAQ-OTC
DNFGF,DONGFENG MOTOR GRP,04/21/2016,NASDAQ-OTC
DNFGY,DONGFENG MTR GRO ADR,04/21/2016,NASDAQ-OTC
DNGDF,DYNACOR GOLD,04/21/2016,NASDAQ-OTC
DNGFF,DONG FANG ELECTRICL,04/21/2016,NASDAQ-OTC
DNHBY,DNB ASA,04/21/2016,NASDAQ-OTC
DNIYY,DANIELI SPA,04/21/2016,NASDAQ-OTC
DNKEY,DANSKE BANK A/S BEARER SHS,04/21/2016,NASDAQ-OTC
DNKLY,DANAKALI LTD. AMERICAN DEP,04/21/2016,NASDAQ-OTC
DNKN,DUNKIN BRANDS GROUP,04/21/2016,NASDAQ-OTC
DNLMY,DUNELM GROUP PLC,04/21/2016,NASDAQ-OTC
DNLYF,DARNLEY BAY RES LTD  ORDIN,04/21/2016,NASDAQ-OTC
DNOW,NOW INC,04/21/2016,NASDAQ-OTC
DNPLY,DAI NIPPON PRTG SPON,04/21/2016,NASDAQ-OTC
DNRG,DOMINOVAS ENERGY,04/21/2016,NASDAQ-OTC
DNSKF,DANSKE BK A/S BEARER,04/21/2016,NASDAQ-OTC
DNVB,DENVER BANKSHARES IN,04/21/2016,NASDAQ-OTC
DNZOF,DENSO CORP LTD ORD,04/21/2016,NASDAQ-OTC
DNZOY,DENSO CORP LTD ADR,04/21/2016,NASDAQ-OTC
DOLHF,DOLPHIN CAPITAL,04/21/2016,NASDAQ-OTC
DOLLF,DOLLY VARDEN SILVER CORPOR,04/21/2016,NASDAQ-OTC
DOLV,DOLAT VENTURES INC.,04/21/2016,NASDAQ-OTC
DOMK,DOMARK INTERNATIONAL INC.,04/21/2016,NASDAQ-OTC
DOMR,DOMINION RESOURCES BLACK W,04/21/2016,NASDAQ-OTC
DONFF,SPHINX RESOURCES LTD,04/21/2016,NASDAQ-OTC
DOOR,MASONITE INTERNATIONAL COR,04/21/2016,NASDAQ-OTC
DORM,DORMAN PRODUCTS,04/21/2016,NASDAQ-OTC
DORNQ,DORAL FINANCIAL CORPORATIO,04/21/2016,NASDAQ-OTC
DOROQ,DORAL FINANCIAL CORPORATIO,04/21/2016,NASDAQ-OTC
DORPQ,DORAL FINANCIAL CORPORATIO,04/21/2016,NASDAQ-OTC
DOTDF,DOTDIGITAL GROUP,04/21/2016,NASDAQ-OTC
DPAT,DENTAL PATIENT CARE,04/21/2016,NASDAQ-OTC
DPBE,DEEP BLUE MARINE INC,04/21/2016,NASDAQ-OTC
DPBSF,DAMPSKIBSSELSKABET N,04/21/2016,NASDAQ-OTC
DPDM,DOLPHIN DIGITL MEDIA,04/21/2016,NASDAQ-OTC
DPDW,DEEP DOWN INC.,04/21/2016,NASDAQ-OTC
DPGYF,DELPHI ENERGY CORP,04/21/2016,NASDAQ-OTC
DPHS,DEPHASIUM CORP,04/21/2016,NASDAQ-OTC
DPHSD,ALLIED VENTURES HOLDINGS C,04/21/2016,NASDAQ-OTC
DPLO,DIPLOMAT PHARMACY INC,04/21/2016,NASDAQ-OTC
DPLY,DEPLOY TECHNOLOGIES,04/21/2016,NASDAQ-OTC
DPMLF,DUNDEE PRECIOUS METL,04/21/2016,NASDAQ-OTC
DPNEY,DAPHNE INTL HLDG ADR,04/21/2016,NASDAQ-OTC
DPRX,DIPEXIUM PHARMACEUTICALS,04/21/2016,NASDAQ-OTC
DPSGY,DEUTSCHE POST AG ADR,04/21/2016,NASDAQ-OTC
DPSI,DECISIONPOINT SYS IN,04/21/2016,NASDAQ-OTC
DPSM,3D PIONEER SYSTEMS,04/21/2016,NASDAQ-OTC
DPST,DIREXION DAILY REGIONAL BA,04/21/2016,NASDAQ-OTC
DPSTF,DEUTSCHE POST AG,04/21/2016,NASDAQ-OTC
DPUKF,DOMINOS PIZZA UK,04/21/2016,NASDAQ-OTC
DPUKY,DOMINOS PIZZA UK & I,04/21/2016,NASDAQ-OTC
DPWW,DIEGO PELLICER WORLDWIDE I,04/21/2016,NASDAQ-OTC
DPZUF,DOMINOS PIZZA AUSTRA,04/21/2016,NASDAQ-OTC
DQJCY,DON QUIJOTE HLDGS CO,04/21/2016,NASDAQ-OTC
DQUEL,DUQUESNE PFD 4.15%,04/21/2016,NASDAQ-OTC
DQUEM,DUQUENSE PFD 3.75%,04/21/2016,NASDAQ-OTC
DQUEN,DUQUENSE PFD A  2.1%,04/21/2016,NASDAQ-OTC
DQUEO,DUQUENSE PFD  4.20%,04/21/2016,NASDAQ-OTC
DQUEP,DUQUESNE LT CO,04/21/2016,NASDAQ-OTC
DRAD,DIGIRAD,04/21/2016,NASDAQ-OTC
DRAM,DATARAM CORPORATION COMMON,04/21/2016,NASDAQ-OTC
DRDGF,DRDGOLD LTD ORD SHS,04/21/2016,NASDAQ-OTC
DRETF,DREAM OFFICE REIT UN,04/21/2016,NASDAQ-OTC
DREUF,DREAM INDUST REIT,04/21/2016,NASDAQ-OTC
DRGDF,DETOUR GOLD CORP,04/21/2016,NASDAQ-OTC
DRGV,DRAGON CAPITAL GRP,04/21/2016,NASDAQ-OTC
DRGZ,DYNAMIC RESPONSE GRO,04/21/2016,NASDAQ-OTC
DRIFF,XIANA MINING INC,04/21/2016,NASDAQ-OTC
DRII,DIAMOND RESORTS INTERNATIO,04/21/2016,NASDAQ-OTC
DRIO,LABSTYLE INNOVATIONS CORP.,04/21/2016,NASDAQ-OTC
DRIOW,LABSTYLE INNOVATIONS CORP.,04/21/2016,NASDAQ-OTC
DRIP,DIREXION DAILY S&P OIL GAS,04/21/2016,NASDAQ-OTC
DRKOF,NEWCASTLE ENERGY COR,04/21/2016,NASDAQ-OTC
DRLCQ,DORAL FINANCIAL CORPORATIO,04/21/2016,NASDAQ-OTC
DRLDF,DALRADIAN RES INC,04/21/2016,NASDAQ-OTC
DRMC,DEFINITIVE REST,04/21/2016,NASDAQ-OTC
DRMCD,ZEREZ HOLDINGS,04/21/2016,NASDAQ-OTC
DRNA,DICERNA PHARMACEUTICALS I,04/21/2016,NASDAQ-OTC
DRNE,DRONE AVIATION HOLDING COR,04/21/2016,NASDAQ-OTC
DRNK,NOHO INC,04/21/2016,NASDAQ-OTC
DROP,FUSE SCIENCE INC. COMMON,04/21/2016,NASDAQ-OTC
DRRLF,DALRADIAN RESOURCES INC.,04/21/2016,NASDAQ-OTC
DRRSF,ARIANNE PHOSPHATE,04/21/2016,NASDAQ-OTC
DRRX,DURECT,04/21/2016,NASDAQ-OTC
DRSV,DEBT RESOLVE INC,04/21/2016,NASDAQ-OTC
DRSX,DRS INC,04/21/2016,NASDAQ-OTC
DRTGF,DART GROUP PLC,04/21/2016,NASDAQ-OTC
DRTTF,DIRTT ENVIRONMENTAL,04/21/2016,NASDAQ-OTC
DRUNF,DREAM UNLIMITED,04/21/2016,NASDAQ-OTC
DRVN,HIGHLAND HFR EVENT DRIVEN,04/21/2016,NASDAQ-OTC
DRWI,DRAGONWAVE,04/21/2016,NASDAQ-OTC
DRWIW,DRAGONWAVE INC WARRANTS,04/21/2016,NASDAQ-OTC
DRXGF,DRAX GROUP PLC,04/21/2016,NASDAQ-OTC
DRYN,DRAYTON RICHDALE NEW,04/21/2016,NASDAQ-OTC
DRYS,DRYSHIPS,04/21/2016,NASDAQ-OTC
DSCI,DERMA SCIENCES,04/21/2016,NASDAQ-OTC
DSCO,DISCOVERY LABORATORIES,04/21/2016,NASDAQ-OTC
DSCR,DISCOVERY MINERALS,04/21/2016,NASDAQ-OTC
DSCVF,DISCOVERY-CORP ENTP,04/21/2016,NASDAQ-OTC
DSDVF,DSV A/S ORD SHS,04/21/2016,NASDAQ-OTC
DSDVY,DSV A/S UNSP ADR,04/21/2016,NASDAQ-OTC
DSECF,DAIWA SEC GRP INC JA,04/21/2016,NASDAQ-OTC
DSEEY,DAIWA SECURITIES ADR,04/21/2016,NASDAQ-OTC
DSFGY,DAH SING FINL GRP SP,04/21/2016,NASDAQ-OTC
DSFN,DSA FINANCIAL CORPORATION,04/21/2016,NASDAQ-OTC
DSGT,DSG GLOBAL INC COMMON STOC,04/21/2016,NASDAQ-OTC
DSGX,DESCARTES SYSTEMS GROUP,04/21/2016,NASDAQ-OTC
DSITF,DIXONS CARPHONE PLC ORDINA,04/21/2016,NASDAQ-OTC
DSKIF,DAISEKI CO LTD,04/21/2016,NASDAQ-OTC
DSKX,DS HEALTHCARE GROUP,04/21/2016,NASDAQ-OTC
DSKY,IDREAMSKY TECHNOLOGY LIMIT,04/21/2016,NASDAQ-OTC
DSKYF,DAIICHI SANKYO CO LT,04/21/2016,NASDAQ-OTC
DSLV,VELOCITYSHARES 3X INVERSE,04/21/2016,NASDAQ-OTC
DSNKY,DAIICHI SANKYO,04/21/2016,NASDAQ-OTC
DSNY,DESTINY MEDIA TECHNOLOGIES,04/21/2016,NASDAQ-OTC
DSOL,DRUG FREE SOLUTION,04/21/2016,NASDAQ-OTC
DSOX,TRITON EMISSION SOLU,04/21/2016,NASDAQ-OTC
DSPA,ANKAA CORP,04/21/2016,NASDAQ-OTC
DSPG,DSP GROUP,04/21/2016,NASDAQ-OTC
DSRLF,DIASORIN S R L ORD,04/21/2016,NASDAQ-OTC
DSSPF,DEEP SEA SUPPLY PLC,04/21/2016,NASDAQ-OTC
DSTI,DAYSTAR TECHNOLOGIE,04/21/2016,NASDAQ-OTC
DSUM,POWERSHARES CHINESE YUAN D,04/21/2016,NASDAQ-OTC
DSUS,DRONE SERVICES USA INC,04/21/2016,NASDAQ-OTC
DSWL,DESWELL INDUSTRIES,04/21/2016,NASDAQ-OTC
DSX-B,DIANA SHIPPING INC PREF B,04/21/2016,NASDAQ-OTC
DSXN,DIANA SHIPPING INC,04/21/2016,NASDAQ-OTC
DTCGF,DOMETIC GROUP AB,04/21/2016,NASDAQ-OTC
DTEA,DAVIDSTEA INC. COMMON STOC,04/21/2016,NASDAQ-OTC
DTEGF,DEUTSCHE TELEKOM AG,04/21/2016,NASDAQ-OTC
DTEGY,DEUTSCHE TELE AG ADS,04/21/2016,NASDAQ-OTC
DTEMF,DITEM EXPLORATIONS I,04/21/2016,NASDAQ-OTC
DTGI,DIGERATI TECHNOLOGIES INC,04/21/2016,NASDAQ-OTC
DTLA-,BROOKFIELD DTLA FUND OFFIC,04/21/2016,NASDAQ-OTC
DTLJF,DISTELL GROUP ZAR,04/21/2016,NASDAQ-OTC
DTLK,DATALINK CORPORATION,04/21/2016,NASDAQ-OTC
DTNOF,DNO ASA,04/21/2016,NASDAQ-OTC
DTNOY,DNO ASA,04/21/2016,NASDAQ-OTC
DTNZ,DTN MARKET ACCESS,04/21/2016,NASDAQ-OTC
DTOR,DEL TORO SILVER CORP,04/21/2016,NASDAQ-OTC
DTRC,DAKOTA TERRITORY RES,04/21/2016,NASDAQ-OTC
DTRK,DATATRAK INTL INC,04/21/2016,NASDAQ-OTC
DTRL,DETROIT LEGAL NEWS C,04/21/2016,NASDAQ-OTC
DTRM,DETERMINE INC.  COMMON ST,04/21/2016,NASDAQ-OTC
DTRO,DELTRON INC,04/21/2016,NASDAQ-OTC
DTRX,DETREX CP,04/21/2016,NASDAQ-OTC
DTSI,DTS,04/21/2016,NASDAQ-OTC
DTSL,DELIVERY TECH SOL IN,04/21/2016,NASDAQ-OTC
DTSS,DATASEA INC,04/21/2016,NASDAQ-OTC
