CIU,ISHARES BARCLAYS INTERMEDI,04/21/2016
CIX,COMPX INTERNATIONAL,04/21/2016
CIZ,VICTORY CEMP DEVELOPED ENH,04/21/2016
CKH,SEACOR HOLDINGS,04/21/2016
CKP,CHECKPOINT SYSTEMS,04/21/2016
CKX,CKX LANDS,04/21/2016
CL,COLGATE-PALMOLIVE,04/21/2016
CLA,CAPITALA FINANCE CORP 7.12,04/21/2016
CLB,CORE LABORATORIES,04/21/2016
CLC,CLARCOR,04/21/2016
CLD,CLOUD PEAK ENERGY,04/21/2016
CLF,CLIFFS NATURAL RESOURCES,04/21/2016
CLH,CLEAN HARBORS,04/21/2016
CLI,MACK-CALI REALTY,04/21/2016
CLM,CORNERSTONE STRATEGIC VALU,04/21/2016
CLR,CONTINENTAL RESOURCES,04/21/2016
CLS,CELESTICA,04/21/2016
CLW,CLEARWATER,04/21/2016
CLX,CLOROX,04/21/2016
CLY,ISHARES 10+ YEAR CREDIT BO,04/21/2016
CM,CANADIAN IMP BK OF CMRC,04/21/2016
CMA,COMERICA,04/21/2016
CMAw,COMERICA INCORPORATED,04/21/2016
CMC,COMMERCIAL METALS,04/21/2016
CMD,PROSHARES ULTRASHORT BLOOM,04/21/2016
CME,CME GROUP,04/21/2016
CMF,ISHARES S&P CALIF  MUNI BO,04/21/2016
CMG,CHIPOTLE MEXICAN GRILL,04/21/2016
CMI,CUMMINS,04/21/2016
CMN,CANTEL MEDICAL CORP,04/21/2016
CMO,CAPSTEAD MORTGAGE,04/21/2016
CMP,COMPASS MINERALS,04/21/2016
CMS,CMS ENERGY,04/21/2016
CMT,CORE MOLDING TECHNOLOGIES,04/21/2016
CMU,MFS HIGH YIELD MUNICIPAL T,04/21/2016
CN,DEUTSCHE XTRACKERS  ALL CH,04/21/2016
CNA,CNA FINANCIAL,04/21/2016
CNC,CENTENE,04/21/2016
CNI,CANADIAN NATIONAL RAILWAY,04/21/2016
CNK,CINEMARK HOLDINGS,04/21/2016
CNL,CLECO,04/21/2016
CNO,CNO FINANCIAL GROUP,04/21/2016
CNP,CENTERPOINT ENERGY,04/21/2016
CNQ,CANADIAN NATURAL,04/21/2016
CNR,CHINA METRO-RURAL,04/21/2016
CNS,COHEN & STEERS,04/21/2016
CNV,CNOVA NV,04/21/2016
CNX,CONSOL ENERGY,04/21/2016
CNY,MARKET VECTORS CHINESE REN,04/21/2016
CO,CHINA CORD BLOOD,04/21/2016
COB,COMMUNITYONE BANCORP COMMO,04/21/2016
COF,CAPITAL ONE FINANCIAL,04/21/2016
COFw,CAPITAL ONE FINANCIAL CP W,04/21/2016
COG,CABOT OIL & GAS,04/21/2016
COH,COACH,04/21/2016
COL,ROCKWELL COLLINS,04/21/2016
COO,COOPER,04/21/2016
COP,CONOCOPHILLIPS,04/21/2016
COR,CORESITE REALTY,04/21/2016
COT,COTT,04/21/2016
COW,IPATH BLOOMBERG LIVESTOCK,04/21/2016
CP,CANADIAN PACIFIC RAILWAY,04/21/2016
CPA,COPA HOLDINGS SA,04/21/2016
CPB,CAMPBELL SOUP,04/21/2016
CPE,CALLON PETROLEUM,04/21/2016
CPF,CENTRAL PACIFIC FINANCIAL,04/21/2016
CPG,CRESCENT POINT ENERGY CORP,04/21/2016
CPI,IQ REAL RETURN ETF,04/21/2016
CPK,CHESAPEAKE UTILITIES,04/21/2016
CPL,CPFL ENERGIA,04/21/2016
CPN,CALPINE,04/21/2016
CPS,COOPER STANDARD HOLDINGS,04/21/2016
CPT,CAMDEN PROPERTY TRUST,04/21/2016
CQH,CHENIERE ENERGY PARTNERS L,04/21/2016
CQP,CHENIERE ENERGY PARTNERS,04/21/2016
CR,CRANE,04/21/2016
CRC,CALIFORNIA RESOURCES CORP,04/21/2016
CRD A,CRAWFORD & COMPANY,04/21/2016
CRD B,CRAWFORD & COMPANY,04/21/2016
CRF,CORNERSTONE TOTAL RETURN C,04/21/2016
CRH,CRH,04/21/2016
CRI,CARTER'S,04/21/2016
CRK,COMSTOCK RESOURCES,04/21/2016
CRL,CHARLES RIVER,04/21/2016
CRM,SALESFORCE.COM,04/21/2016
CRR,CARBO CERAMICS,04/21/2016
CRS,CARPENTER TECHNOLOGY,04/21/2016
CRT,CROSS TIMBERS ROYALTY,04/21/2016
CRY,CRYOLIFE,04/21/2016
CS,CREDIT SUISSE GROUP,04/21/2016
CSA,VICTORY CEMP US SMALL CAP,04/21/2016
CSB,VICTORY CEMP US SMALL CAP,04/21/2016
CSC,COMPUTER SCIENCES,04/21/2016
CSD,GUGGENHEIM SPIN-OFF,04/21/2016
CSF,VICTORY CEMP US DISCOVERY,04/21/2016
CSH,CASH AMERICA INTL INC,04/21/2016
CSI,CUTWATER SELECT INCOME FUN,04/21/2016
CSJ,ISHARES BARCLAYS 1-3 YEAR,04/21/2016
CSL,CARLISLE COMPANIES,04/21/2016
CSQ,CALAMOS STRATEGIC TOTAL RE,04/21/2016
CSS,CSS INDUSTRIES,04/21/2016
CST,CST BRANDS INC,04/21/2016
CSU,CAPITAL SENIOR LIVING,04/21/2016
CSV,CARRIAGE SERVICES,04/21/2016
CSX,CSX,04/21/2016
CTB,COOPER TIRE & RUBBER,04/21/2016
CTF,NUVEEN LONG/SHORT COMMODIT,04/21/2016
CTG,COMPUTER TASK GROUP INC.,04/21/2016
CTL,CENTURYLINK,04/21/2016
CTO,CONSOLIDATED-TOMOKA LAND,04/21/2016
CTQ,QWEST CORP 7.375% NOTES 20,04/21/2016
CTR,CLEARBRIDGE ENERGY MLP TR,04/21/2016
CTS,CTS,04/21/2016
CTT,CATCHMARK TIMBER TRUST INC,04/21/2016
CTU,QWEST CORP 7% NOTES 2052,04/21/2016
CTV,QWEST INC 7.875%  PUBLIC I,04/21/2016
CTW,QWEST CORP 7.5% NOTES 2051,04/21/2016
CTX,QWEST CORPORATION 7% NOTES,04/21/2016
CTY,QWEST CORP  6.125% NOTES 2,04/21/2016
CTZ,QWEST CORP  6.625% NOTES 2,04/21/2016
CUB,CUBIC,04/21/2016
CUI,CUI GLOBAL,04/21/2016
CUK,CARNIVAL,04/21/2016
CUO,CONTINENTAL MATERIALS,04/21/2016
CUR,NEURALSTEM INC. COMMON ST,04/21/2016
CUT,GUGGENHEIM TIMBER,04/21/2016
CUZ,COUSINS PROPERTIES,04/21/2016
CVA,COVANTA HOLDING,04/21/2016
CVB,CORTS 7.75PC KM98-2-6,04/21/2016
CVC,CABLEVISION SYSTEMS,04/21/2016
CVE,CENOVUS ENERGY,04/21/2016
CVG,CONVERGYS,04/21/2016
CVI,CVR ENERGY,04/21/2016
CVM,CEL-SCI,04/21/2016
CVMw,CEL SCI CORP WARRANTS,04/21/2016
CVO,CENVEO,04/21/2016
CVR,CHICAGO RIVET & MACHINE,04/21/2016
CVS,CVS HEALTH CORP,04/21/2016
CVT,CVENT INC,04/21/2016
CVU,CPI AEROSTRUCTURES,04/21/2016
CVV,CVD EQUIPMENT CORPORATION,04/21/2016
CVX,CHEVRON,04/21/2016
CVY,GUGGENHEIM MULTI-ASSET INC,04/21/2016
CW,CURTISS-WRIGHT,04/21/2016
CWB,SPDR BARCLAYS CAPITAL CONV,04/21/2016
CWI,SPDR MSCI ACWI (EX-US),04/21/2016
CWT,CALIFORNIA WATER,04/21/2016
CX,CEMEX,04/21/2016
CXA,SPDR NUVEEN BARCLAYS CAPIT,04/21/2016
CXE,MFS HIGH INCOME MUNICIPAL,04/21/2016
CXH,MFS INVESTMENT GRADE MUNI,04/21/2016
CXO,CONCHO RESOURCES,04/21/2016
CXP,COLUMBIA PROPERTY TRUST IN,04/21/2016
CXW,CORRECTIONS CORP,04/21/2016
CY,CYPRESS SEMICONDUCTOR,04/21/2016
CYB,WISDOMTREE CHINESE YUAN,04/21/2016
CYD,CHINA YUCHAI,04/21/2016
CYH,COMMUNITY HEALTH SYSTEMS,04/21/2016
CYHw,COMMUNITY HEALTH SYSTEMS I,04/21/2016
CYS,CYS INVESTMENTS,04/21/2016
CZA,GUGGENHEIM MID-CAP CORE,04/21/2016
CZR,CAESARS ENTERTAINMENT,04/21/2016
CZZ,COSAN,04/21/2016
CwA,CITIGOUP INC WS/A,04/21/2016
D,DOMINION RESOURCES,04/21/2016
DAC,DANAOS,04/21/2016
DAG,POWERSHARES DB AGRICULTURE,04/21/2016
DAL,DELTA AIR LINES,04/21/2016
DAN,DANA HOLDING,04/21/2016
DAR,DARLING INGREDIENTS INC,04/21/2016
DAX,RECON CAPITAL SERIES TRUST,04/21/2016
DB,DEUTSCHE BANK AG,04/21/2016
DBA,POWERSHARES DB AGRICULTURE,04/21/2016
DBB,POWERSHARES DB BASE METALS,04/21/2016
DBC,POWERSHARES DB COMMODITY I,04/21/2016
DBD,DIEBOLD,04/21/2016
DBE,POWERSHARES DB ENERGY,04/21/2016
DBL,DOUBLELINE OPPORTUNISTIC C,04/21/2016
DBO,POWERSHARES DB OIL,04/21/2016
DBP,POWERSHARES DB PRECIOUS ME,04/21/2016
DBS,POWERSHARES DB SILVER,04/21/2016
DBU,WISDOMTREE GLOBAL EX-US UT,04/21/2016
DBV,POWERSHARES DB G10 CURRENC,04/21/2016
DCA,VIRTUS TOTAL RETURN FUND C,04/21/2016
DCI,DONALDSON,04/21/2016
DCM,NTT DOMOCO,04/21/2016
DCO,DUCOMMUN,04/21/2016
DCT,DCT INDUSTRIAL TRUST,04/21/2016
DD,E.I DU PONT DE NEMOURS,04/21/2016
DDC,DOMINION DIAMOND CORP,04/21/2016
DDD,3D SYSTEMS,04/21/2016
DDE,DOVER DOWNS GAMING,04/21/2016
DDF,DELAWARE INV DIV & INC COM,04/21/2016
DDG,PROSHARES SHORT OIL & GAS,04/21/2016
DDM,PROSHARES ULTRA DOW30,04/21/2016
DDP,POWERSHARES DB COMMODITY S,04/21/2016
DDR,DDR,04/21/2016
DDS,DILLARDS,04/21/2016
DDT,DILLARD'S CAPITAL TRUST I,04/21/2016
DE,DEERE,04/21/2016
DEA,EASTERLY GOVERNMENT PROPER,04/21/2016
DEE,POWERSHARES DB COMMODITY D,04/21/2016
DEF,GUGGENHEIM DEFENSIVE EQUIT,04/21/2016
DEG,DELHAIZE GROUP,04/21/2016
DEI,DOUGLAS EMMETT,04/21/2016
DEL,DELTIC TIMBER,04/21/2016
DEM,WISDOMTREE EMERGING MARKET,04/21/2016
DEO,DIAGEO,04/21/2016
DES,WISDOMTREE SMALLCAP DIVIDE,04/21/2016
DEW,WISDOMTREE GLOBAL EQUITY I,04/21/2016
DEX,DELAWARE ENHANCED GBL DIV&,04/21/2016
DF,DEAN FOODS,04/21/2016
DFE,WISDOMTREE EUROPE SMALLCAP,04/21/2016
DFJ,WISDOMTREE JAPAN SMALLCAP,04/21/2016
DFP,FLAHERTY & CRUMRINE DYNAMI,04/21/2016
DFS,DISCOVER FINANCIAL,04/21/2016
DFT,DUPONT FABROS TECHNOLOGY,04/21/2016
DG,DOLLAR GENERAL,04/21/2016
DGI,DIGITALGLOBE,04/21/2016
DGL,POWERSHARES DB GOLD,04/21/2016
DGP,POWERSHARES DB GOLD DOUBLE,04/21/2016
DGS,WISDOMTREE EMERGING MKTS S,04/21/2016
DGT,SPDR GLOBAL DOW ETF,04/21/2016
DGX,QUEST DIAGNOSTICS,04/21/2016
DGZ,POWERSHARES DB GOLD SHORT,04/21/2016
DHF,DREYFUS HIGH YIELD STRATEG,04/21/2016
DHG,DEUTSCHE HIGH INCOME OPPOR,04/21/2016
DHI,DR HORTON,04/21/2016
DHR,DANAHER,04/21/2016
DHS,WISDOMTREE EQUITY INCOME,04/21/2016
DHT,DHT HOLDINGS,04/21/2016
DHX,DHI GROUP INC,04/21/2016
DHY,CREDIT SUISSE HIGH YIELD B,04/21/2016
DI,PIMCO DIVERSIFIED INCOME A,04/21/2016
DIA,SPDR DOW JONES INDUSTRIAL,04/21/2016
DIG,PROSHARES ULTRA OIL & GAS,04/21/2016
DIM,WISDOMTREE INTERNATIONAL M,04/21/2016
DIN,DINEEQUITY,04/21/2016
DIS,WALT DISNEY,04/21/2016
DIT,AMCON DISTRIBUTING,04/21/2016
DIV,GLOBAL X SUPERDIVIDEND US,04/21/2016
DJD,GUGGENHEIM DJIA DIVIDEND E,04/21/2016
DJP,IPATH BLOOMBERG COMMODITY,04/21/2016
DK,DELEK US HOLDINGS,04/21/2016
DKL,DELEK LOGISTICS PARTNERS,04/21/2016
DKS,DICK'S SPORTING GOODS,04/21/2016
DKT,DEUTSCHE BANK,04/21/2016
DL,CHINA DISTANCE EDUCATION,04/21/2016
DLA,DELTA APPAREL,04/21/2016
DLB,DOLBY LABORATORIES,04/21/2016
DLN,WISDOMTREE LARGECAP DIVIDE,04/21/2016
DLR,DIGITAL REALTY TRUST,04/21/2016
DLS,WISDOMTREE INTERNATIONAL S,04/21/2016
DLX,DELUXE,04/21/2016
DM,DOMINION MIDSTREAM PARTNER,04/21/2016
DMB,DREYFUS MUNIIPAL BOND INFR,04/21/2016
DMD,DEMAND MEDIA,04/21/2016
DMF,DREYFUS MUNICIPAL INCOME C,04/21/2016
DMO,WESTERN ASSET MORTGAGE DEF,04/21/2016
DNB,DUN & BRADSTREET,04/21/2016
DNI,DIVIDEND AND INCOME FUND C,04/21/2016
DNL,WISDOMTREE GLOBAL EX-US DI,04/21/2016
DNN,DENISON MINES,04/21/2016
DNO,UNITED STATES SHORT OIL,04/21/2016
DNP,DNP SELECT INCOME COMMON,04/21/2016
DNR,DENBURY RESOURCES,04/21/2016
DO,DIAMOND OFFSHORE DRILLING,04/21/2016
DOC,PHYSICIANS REALTY TRUST,04/21/2016
DOD,ELEMENTS DJ HIGH YIELD SEL,04/21/2016
DOG,PROSHARES SHORT DOW30,04/21/2016
DOL,WISDOMTREE INTERNATIONAL L,04/21/2016
DON,WISDOMTREE MIDCAP DIVIDEND,04/21/2016
DOO,WISDOMTREE INTERNATIONAL D,04/21/2016
DOV,DOVER,04/21/2016
DOW,DOW CHEMICAL,04/21/2016
DOX,AMDOCS LIMITED ORDINARY SH,04/21/2016
DPG,DUFF&PHELPS GLOBAL UTILITY,04/21/2016
DPK,DIREXION DAILY DEV MKTS BE,04/21/2016
DPM,DCP MIDSTREAM PARTNERS,04/21/2016
DPS,DR PEPPER SNAPPLE GROUP,04/21/2016
DPU,POWERSHARES DB COMMODITY L,04/21/2016
DPW,DIGITAL POWER,04/21/2016
DPZ,DOMINO'S PIZZA,04/21/2016
DQ,DAQO NEW ENERGY,04/21/2016
DRA,DIVERIFIED REAL ASSET INCO,04/21/2016
DRD,DRDGOLD,04/21/2016
DRE,DUKE REALTY,04/21/2016
DRH,DIAMONDROCK HOSPITALITY,04/21/2016
DRI,DARDEN RESTAURANTS,04/21/2016
DRN,DIREXION DAILY REAL ES BUL,04/21/2016
DRQ,DRIL-QUIP,04/21/2016
DRR,MARKET VECTORS DOUBLE SHOR,04/21/2016
DRV,DIREXION DAILY REAL ES BEA,04/21/2016
DRW,WISDOMTREE GLOBAL EX-US RE,04/21/2016
DSE,DUFF & PHELPS SELECT ENERG,04/21/2016
DSI,ISHARES KLD 400 SOCIAL IND,04/21/2016
DSL,DOUBLELINE INCOME SOLUTION,04/21/2016
DSM,DREYFUS STRATEGIC MUNI BON,04/21/2016
DSS,DOCUMENT SECURITY SYSTEMS,04/21/2016
DST,DST SYSTEMS,04/21/2016
DSU,BLACKROCK DEBT STRATEGIES,04/21/2016
DSW,DSW,04/21/2016
DSX,DIANA SHIPPING,04/21/2016
DTD,WISDOMTREE TOTAL DIVIDEND,04/21/2016
DTE,DTE ENERGY HOLDING,04/21/2016
DTF,DTF TAX-FREE INCOME COMMON,04/21/2016
DTH,WISDOMTREE DEFA EQUITY INC,04/21/2016
DTK,DEUTSCHE BANK CONTINGENT,04/21/2016
DTN,WISDOMTREE DIVIDEND EX-FIN,04/21/2016
DTO,POWERSHARES DB CRUDE OIL D,04/21/2016
DTQ,DTE ENERGY COMPANY,04/21/2016
DTZ,DTE ENERGY COMPANY,04/21/2016
DUC,DUFF PHELPS UTILITY&CORP B,04/21/2016
DUG,PROSHARES ULTRASHORT OIL &,04/21/2016
DUK,DUKE ENERGY,04/21/2016
DV,DEVRY EDUCATION GROUP INC,04/21/2016
DVA,DAVITA HEALTHCARE,04/21/2016
DVD,DOVER MOTORSPORTS,04/21/2016
DVN,DEVON ENERGY,04/21/2016
DVP,ETF SERIES SOLUTIONS DEEP,04/21/2016
DVY,ISHARES DOW JONES SELECT D,04/21/2016
DW,DREW INDUSTRIES,04/21/2016
DWA,DREAMWORKS ANIMATION SKG,04/21/2016
DWM,WISDOMTREE DEFA,04/21/2016
DWX,SPDR S&P INTERNATIONAL DIV,04/21/2016
DX,DYNEX CAPITAL,04/21/2016
DXB,DEUTSCHE BANK CONTINGENT,04/21/2016
DXD,PROSHARES ULTRASHORT DOW30,04/21/2016
DXI,DXI ENERGY INC,04/21/2016
DXJ,WISDOMTREE JAPAN HEDGED EQ,04/21/2016
DXR,DAXOR,04/21/2016
DY,DYCOM INDUSTRIES,04/21/2016
DYN,DYNEGY,04/21/2016
DYNw,DYNEGY INC WR,04/21/2016
DYY,POWERSHARES DB COMMODITY D,04/21/2016
DZK,DIREXION DAILY DEV MKTS BU,04/21/2016
DZZ,POWERSHARES DB GOLD DOUBLE,04/21/2016
E,ENI,04/21/2016
EA,ELECTRONIC ARTS,04/21/2016
EAA,ENTERGY ARKANSAS INC,04/21/2016
EAB,ENTERGY ARKANSAS INC,04/21/2016
EAC,ERICKSON INCORPORATED COMM,04/21/2016
EAD,WELLS FARGO  INCOME  OPP C,04/21/2016
EAE,ENTERGY ARKANSAS INC FIRST,04/21/2016
EAT,BRINKER INTERNATIONAL,04/21/2016
EBF,ENNIS,04/21/2016
EBR,CENTRAIS ELETRICAS,04/21/2016
EBR B,CENTRAIS ELETRICAS,04/21/2016
EBS,EMERGENT BIOSOLUTIONS,04/21/2016
EC,ECOPETROL,04/21/2016
ECA,ENCANA,04/21/2016
ECC,EAGLE POINT CREDIT CO,04/21/2016
ECF,ELLSWORTH GROWTH INCOME  F,04/21/2016
ECH,ISHARES MSCI CHILE CAPPED,04/21/2016
ECL,ECOLAB,04/21/2016
ECR,ECLIPSE RESOURCES CORP,04/21/2016
ECT,ECA MARCELLUS TRUST I,04/21/2016
ED,CONSOLIDATED EDISON,04/21/2016
EDC,DIREXION DAILY EMRG MKTS B,04/21/2016
EDD,MORGAN STANLEY EMRGNG MKTS,04/21/2016
EDE,EMPIRE DISTRICT ELECTRIC,04/21/2016
EDF,STONE HARBOR EMERGING MKTS,04/21/2016
EDI,STONE HARBOR EMG MKTS TOTA,04/21/2016
EDN,EMPRESA DISTRIBUIDORA,04/21/2016
EDR,EDUCATION REALTY TRUST,04/21/2016
EDU,NEW ORIENTAL,04/21/2016
EDV,VANGUARD EXTENDED DUR TRS,04/21/2016
EDZ,DIREXION DAILY EMRG MKTS B,04/21/2016
EE,EL PASO ELECTRIC,04/21/2016
EEA,EUROPEAN EQUITY FUND COMMO,04/21/2016
EEB,GUGGENHEIM BRIC,04/21/2016
EEH,ELEMENTS SPECTRUM LG CAP U,04/21/2016
EEI,ECOLOGY AND ENVIRONMENT,04/21/2016
EEM,ISHARES MSCI EMERGING MARK,04/21/2016
EEP,ENBRIDGE ENERGY PARTNERS,04/21/2016
EEQ,ENBRIDGE ENERGY,04/21/2016
EES,WISDOMTREE SMALLCAP EARNIN,04/21/2016
EET,PROSHARES ULTRA MSCI EMERG,04/21/2016
EEV,PROSHARES ULTRASHORT MSCI,04/21/2016
EFA,ISHARES MSCI EAFE INDEX,04/21/2016
EFC,ELLINGTON FINANCIAL,04/21/2016
EFF,EATON VANCE FLOATING RATE,04/21/2016
EFG,ISHARES MSCI EAFE GROWTH I,04/21/2016
EFM,ENTERGY MISSISSIPPI INC,04/21/2016
EFO,PROSHARES ULTRA MSCI EAFE,04/21/2016
EFR,EV SENIOR FLOATING RATE CO,04/21/2016
EFT,EV FLOATING RATE INCOME CO,04/21/2016
EFU,PROSHARES ULTRASHORT MSCI,04/21/2016
EFV,ISHARES MSCI EAFE VALUE IN,04/21/2016
EFX,EQUIFAX,04/21/2016
EFZ,PROSHARES SHORT MSCI EAFE,04/21/2016
EGF,BLACKROCK ENHANCED GOV FUN,04/21/2016
EGI,ENTREE GOLD,04/21/2016
EGL,ENGILITY HOLDINGS,04/21/2016
EGN,ENERGEN,04/21/2016
EGO,ELDORADO GOLD,04/21/2016
EGP,EASTGROUP PROPERTIES,04/21/2016
EGT,ENTERTAINMENT GAMING ASIA,04/21/2016
EGY,VAALCO ENERGY,04/21/2016
EHI,WESTERN ASSET GLOBAL HIGH,04/21/2016
EIA,EV CA MUNI BOND II COMMON,04/21/2016
EIG,EMPLOYERS HOLDINGS,04/21/2016
EIM,EV MUNICIPAL BOND COMMON,04/21/2016
EIO,EV OH MUNICIPAL BOND COMMO,04/21/2016
EIP,EV PA MUNICIPAL BOND COMMO,04/21/2016
EIS,ISHARES MSCI ISRAEL CAP IN,04/21/2016
EIV,EV MUNICIPAL BOND II COMMO,04/21/2016
EIX,EDISON INTERNATIONAL,04/21/2016
EJ,E-HOUSE CHINA HOLDINGS,04/21/2016
EL,ESTEE LAUDER COS,04/21/2016
ELA,ENTERGY LOUISIANA LLC 5.87,04/21/2016
ELB,ENTERGY LOUISIANA LLC,04/21/2016
ELD,WISDOMTREE EMERGING MARKET,04/21/2016
ELJ,ENTERGY LOUISIANA LLC,04/21/2016
ELP,ENERGY COMPANY,04/21/2016
ELS,EQUITY LIFESTYLE,04/21/2016
ELU,ENTERGY LOUISIANA LLC,04/21/2016
ELY,CALLAWAY GOLF,04/21/2016
EMB,ISHARES JPMORGAN USD EMERG,04/21/2016
EMC,EMC,04/21/2016
EMD,WESTERN ASSET EMERG MKTS I,04/21/2016
EME,EMCOR GROUP,04/21/2016
EMF,TEMPLETON EMERGING MARKETS,04/21/2016
EMG,EMERGENT CAPITAL INC,04/21/2016
EMI,EV MI MUNICIPAL INCOME COM,04/21/2016
EMJ,EV NJ MUNICIPAL BOND COMMO,04/21/2016
EML,EASTERN,04/21/2016
EMN,EASTMAN CHEMICAL,04/21/2016
EMO,CLEARBRIDGE ENERGY MLP OPP,04/21/2016
EMQ,ENTERGY MISSISSIPPI 6PC,04/21/2016
EMR,EMERSON ELECTRIC,04/21/2016
EMZ,ENTERGY MISSISSIPPI INC,04/21/2016
ENB,ENBRIDGE,04/21/2016
ENG,ENGLOBAL,04/21/2016
ENH,ENDURANCE SPECIALTY,04/21/2016
ENI,ENERSIS AMERICAS  S A,04/21/2016
ENIAw,ENERSIS AMERICAS SA  WHEN,04/21/2016
ENICw,ENERSIS CHILE SA WHEN ISS,04/21/2016
ENJ,ENTERGY NEW ORLEANS INC,04/21/2016
ENO,ENTERGY NEW ORLEANS INC,04/21/2016
ENR,ENERGIZER HOLDINGS INC,04/21/2016
ENS,ENERSYS,04/21/2016
ENT,GLOBAL EAGLE ENTERTAINMENT,04/21/2016
ENV,ENVESTNET,04/21/2016
ENX,EV NY MUNICIPAL BOND COMMO,04/21/2016
ENY,GUGGENHEIM CANADIAN ENERGY,04/21/2016
ENZ,ENZO BIOCHEM,04/21/2016
EOC,NATIONAL ELECTRICITY,04/21/2016
EOCAw,ENDESA AMERICAS WHEN ISS,04/21/2016
EOCCw,EMPRESA NACIONAL DE ELECTR,04/21/2016
EOD,WELLS FARGO GLOBAL DIVIDEN,04/21/2016
EOG,EOG RESOURCES,04/21/2016
EOI,EV ENHANCED EQUITY INCOME,04/21/2016
EOS,EV ENHANCED EQUITY INCOME,04/21/2016
EOT,EV NATIONAL MUNI OPPS TRUS,04/21/2016
EPC,EDGEWELL PERSONAL CARE CO,04/21/2016
EPD,ENTERPRISE PRODUCTS,04/21/2016
EPE,EP ENERGY CORP,04/21/2016
EPI,WISDOMTREE INDIA EARNINGS,04/21/2016
EPM,EVOLUTION PETROLEUM,04/21/2016
EPP,ISHARES MSCI PACIFIC EX-JA,04/21/2016
EPR,EPR PROPERTIES,04/21/2016
EPS,WISDOMTREE EARNINGS 500,04/21/2016
EPU,ISHARES MSCI ALL PERU CAPP,04/21/2016
EPV,PROSHARES ULTRASHORT FTSE,04/21/2016
EQC,EQUITY COMMONWEALTH,04/21/2016
EQL,ALPS EQUAL SECTOR WEIGHT E,04/21/2016
EQM,EQT MIDSTREAM PARTNERS,04/21/2016
EQR,EQUITY RESIDENTIAL,04/21/2016
EQS,EQUUS TOTAL RETURN,04/21/2016
EQT,EQT,04/21/2016
EQY,EQUITY ONE,04/21/2016
ERA,ERA GROUP INC,04/21/2016
ERB,ERBA DIAGNOSTICS,04/21/2016
ERC,WELLS FARGO  MULTI-SECTOR,04/21/2016
ERF,ENERPLUS,04/21/2016
ERH,WELLS FARGO UTIL & HIGH IN,04/21/2016
ERI,ELDORADO RESORTS INC. COM,04/21/2016
ERJ,EMBRAER,04/21/2016
ERN,ERIN ENERGY CORP,04/21/2016
ERO,IPATH EUR/USD EXCHANGE RAT,04/21/2016
ERS,EMPIRE RESOURCES INC. COM,04/21/2016
ERX,DIREXION DAILY ENERGY BULL,04/21/2016
ERY,DIREXION DAILY ENERGY BEAR,04/21/2016
ES,EVERSOURCE ENERGY,04/21/2016
ESD,WESTERN ASSET EMERG MKTS D,04/21/2016
ESE,ESCO TECHNOLOGIES,04/21/2016
ESI,ITT EDUCATIONAL SERVICES,04/21/2016
ESL,ESTERLINE TECHNOLOGIES,04/21/2016
ESP,ESPEY MFG & ELECTRONICS,04/21/2016
ESS,ESSEX PROPERTY,04/21/2016
ESV,ENSCO,04/21/2016
ETB,EV TAX-MANAGED BUY-WRITE I,04/21/2016
ETE,ENERGY TRANSFER EQUITY,04/21/2016
ETG,EV TAX ADV GLOBAL DIVIDEND,04/21/2016
ETH,ETHAN ALLEN INTERIORS,04/21/2016
ETJ,EV RISK-MGD DIVERS EQUITY,04/21/2016
ETM,ENTERCOM COMMUNICATIONS,04/21/2016
ETN,EATON PUBLIC,04/21/2016
ETO,EV TAX ADV GLOBAL DIV OPPS,04/21/2016
ETP,ENERGY TRANSFER PARTNERS,04/21/2016
ETR,ENTERGY,04/21/2016
ETV,EV TAX-MANAGED BUY-WRITE O,04/21/2016
ETW,EV TAX-MANAGED GLB B-W OPP,04/21/2016
ETX,EATON VANCE MUNI INCOME 20,04/21/2016
ETY,EV TAX-MANAGED DIV EQUITY,04/21/2016
EUM,PROSHARES SHORT MSCI EMERG,04/21/2016
EUO,PROSHARES ULTRASHORT EURO,04/21/2016
EV,EATON VANCE,04/21/2016
EVA,ENVIVA PARTNERS LP,04/21/2016
EVC,ENTRAVISION COMMUNICATION,04/21/2016
EVF,EV SENIOR INCOME TRUST COM,04/21/2016
EVG,EV SHORT DURATION DIVERSIF,04/21/2016
EVH,EVOLENT HEALTH INC,04/21/2016
EVI,ENVIROSTAR,04/21/2016
EVJ,EV NJ MUNICIPAL INCOME COM,04/21/2016
EVK,EVER-GLORY INTERNATIONAL G,04/21/2016
EVM,EV CA MUNICIPAL BOND COMMO,04/21/2016
EVN,EV MUNICIPAL INCOME COMMON,04/21/2016
EVO,EV OH MUNICIPAL INCOME COM,04/21/2016
EVP,EV PA MUNICIPAL INCOME COM,04/21/2016
EVR,EVERCORE PARTNERS,04/21/2016
EVT,EV TAX ADVANTAGED DIVIDEND,04/21/2016
EVV,EV LIMITED DURATION INCOME,04/21/2016
EVX,MARKET VECTORS ENVIRONMENT,04/21/2016
EVY,EV NY MUNICIPAL INCOME COM,04/21/2016
EW,EDWARDS LIFESCIENCES,04/21/2016
EWA,ISHARES MSCI AUSTRALIA IND,04/21/2016
EWC,ISHARES MSCI CANADA INDEX,04/21/2016
EWD,ISHARES MSCI SWEDEN INDEX,04/21/2016
